Référence Article;Désignation Article;Ar Nomencl;Code - Intitulé Famille;Qté Vendues;PU;Chiffre d'affaires HT;Marge (%);Prix Revient Total;Marge
RACAIRSGTMKENITRA;FOURNITURE RACCORDEMENT AIR SGTM KENITRA;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;0;0;#DIV/0;1223,76;-1223,76
RACAIRSGTMRABATSAL;FOURNITURE RACCORDEMENT AIR SGTM RABAT SALE ;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;0;0;#DIV/0;1013,17;-1013,17
RACCORD.WCJE16-95;RACCORD A GRIFFE WCJE16-95MM;0;RACCORD - RACCORD LOCAL;4;4;16;-1 225,00;212;-196
RAC/FLEXHUIL;RACCORDEMENT FLEXIBLE HUILE;2;FLEXIBLE - FLEXIBLES LOCAUX;1;2600;2600;95,04;129,04;2470,96
RACHUILE;TUYAUTERIE HUILE Y COMPRIS RACCORDSET FLEXIBLE;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;800;800;-131,72;1853,75;-1053,75
RACHUILUSEVIVOBQG;FOURNITURE ER RACCORDEMENT HUILE USEE BQG VIVO;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;3600;3600;-10,33;3971,91;-371,91
RACHUILVIVOBQG;FOURNITURE ER RACCORDEMENT HUILE LAVAGE BQG  ARMY VIVO;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;4600;4600;-275,07;17253;-12653
RACK_DOCIL;RACK DE TRAITEMENT DES DETECTEURS HK 1H;0;LARCOINSTR - LARCO INSTRUMENTATION;1;24000;24000;24,83;18040,19;5959,81
RACK_DOCIL_20;RACK 20 POSITIONS ENTIEREMENT CABLE;0;LARCOINSTR - LARCO INSTRUMENTATION;2;18300;36600;29,31;25873,88;10726,12
RACSOMACA;RACCORD RAPIDE;2;RACCORD - RACCORD LOCAL;1;0;0;#DIV/0;265,23;-265,23
RACTUYAAFRLUBIVEC;RACCORDEMENT TUYAUTERIE HUILE USEE IVECO AFR LUB;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;3200;3200;-19,56;3826,05;-626,05
RACTUYAAFRLUBIVECO;RACCORDEMENT TUYAUTERIE HUILE IVECO AFR LUB;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;5800;5800;-67,5;9714,8;-3914,8
RACTUYAATRAL;RACCORDEMENT TUYAUTERIE CITERNE ATRAL;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;2;800;1600;-13,85;1821,55;-221,55
RACTUYAFASTPRO;RACCORDEMENT TUYAUTERIE FAST PRO;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;2000;2000;12,29;1754,24;245,76
RACTUYAIR;RACCORDEMENT TUYAUTERIE AIR Y COMPRIS RACCORDS.VANNES;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;16;2210;35360;0,35;35235,36;124,64
RACTUYAIRAFRBQGSAL;RACCORDEMENT TUYAUTERIE AIR VIVO BQG SALE VIVO;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;3500;3500;46,09;1886,77;1613,23
RACTUYAIRAFRDAKSOM;RACCORDEMENT TUYAUTERIE AIR AFRIQUIA LUB DAKHLA;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;2;1568;3136;61,96;1192,83;1943,17
RACTUYAIRIVECOAFRL;RACCORDEMENT TUYAUTERIE AIR AFRIQUIA LUB IVECO;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;1200;1200;-58,22;1898,67;-698,67
RACTUYAIRSGTMARIQ;RACCORDEMMENT TUYAUTERIE AIR SGTM OED CHERRAT;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;1760;1760;-18,61;2087,51;-327,51
RACTUYDISTRIFER;TUYAUTERIE ET INSTALLATION DISTRIFER;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;2000;2000;68,59;628,21;1371,79
RACTUYEAU;RACCORDEMENT TUYAUTERIE EAU ;2;TUYAUTERIE - Tuyauterie local;1;0;0;#DIV/0;493,75;-493,75
RACTUYHUAFRDAKHLSO;RACCORDEMENT TUYAUTERIE HUILE AFRIQUIA LUB DAKHLA;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;6;4527,6;27165,6;87,29;3451,74;23713,86
RACTUYHUIL;RACCORDEMENT TUYAUTERIE HUILE Y COMPRIS RACCORDS.VANNES;2;TUYAUTERIE - Tuyauterie local;9;6765,56;60890;63,16;22432,29;38457,71
RACTUYHUILUSEES;RACCORDEMENT TUYAUTERIE HUILE USEE ;2;TUYAUTERIE - Tuyauterie local;5;2520;12600;0,98;12476,2;123,8
RACTUYHUIUSEAFRDAK;RACCORDEMENT TUYAUTERIE HUILE USE AFRIQUIA DAKHLA SOMAGEC;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;2;3724;7448;17,86;6118,03;1329,97
RACTUYSOMATIN;TUYAUTERIE ET INSTALLATION  SOMATRIN;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;1600;1600;61,35;618,4;981,6
RCTUYARYADAUTO;RACCORDEMENT TUYAUTERIE HUILE RYAD AUTO;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;6249,75;6249,75;18,01;5124,35;1125,4
RED1/2X3/8;REDUCTION 1/2 A 3/8 GALV;0;RACCORD - RACCORD LOCAL;11;9,09;100;28,32;71,68;28,32
RED1X1/2;"REDUCTION 1"" A 1/2""";0;RACCORD - RACCORD LOCAL;10;20;200;51,08;97,85;102,15
RED1X3/4;"REDUCTION 1""X3/4";0;RACCORD - RACCORD LOCAL;11;0;0;#DIV/0;103,46;-103,46
RED3/4-3/8L;REDUCTION 3/4-3/8 EN LAITON;0;RACCORD - RACCORD LOCAL;4;65;260;55,55;115,56;144,44
REGEN+;PASTILLES DE SEL ADOUCISSEUR EN KG;0;ISTOBTUNPD - PDR Tunnel de lavage;2 500;5,97;14928;38,06;9246,01;5681,99
REGUL.1/4/MAMEL;REGULATEUR DE PRESSION 1/4 AVEC MAMELON 1/4;2;REGULATEUR - REGULATEUR D'AIR;31;300,16;9305;15,21;7889,5;1415,5
RELAIS10A;RELAIS DE PUISSANCE, 200/220 4 INVERSEURS, 10A, MONTAGE SUR SOCLE;0;ELECTRICIT - FOURNITURE ELEC.;1;0;0;#DIV/0;317;-317
RESERV5000L;RESERVOIR 5000L P 11 BAR PEINT                                       ;0;FUT - Fut;3;228000;684000;52,19;327000;357000
RETGAR;RETENUES DE GARANTIES;0;RETGAR - RETENUE DE GARANTIE;71;21722,71;1542312,31;100;0;1542312,31
RFLEX;GORGE D'ASPIRATION PVC D 40;0;FLEXIBLE - FLEXIBLES LOCAUX;3;123,33;370;50;185;185
RGA-75;ENROULEUR DE MISE A LA TERRE;0;LARCOEMTEQ - LARCO EQUIPEMENT MISE A LA TERRE;2;83000;166000;31,96;112940,63;53059,37
RIL4X6;TECALON SOUPLE 4X6;0;FLEXIBLE - FLEXIBLES LOCAUX;120;10,2;1224;31,37;840;384
RM;REMISE;0;PRESTATION - MAIN D'OEUVRE;1;-1565;-1565;100;0;-1565
RMM12-08M;REDUCT MALE MALE INOX316 12-08    RMM 12-08M;0;RACCORD - RACCORD LOCAL;3;0;0;#DIV/0;39;-39
ROULPP3108;ROULEMENT POMPE 3108;0;POMPEPDR - PDR Pompes;1;520;520;23,08;400;120
RS1245-06;"KIT BREAK TODO 2""";0;PEROLOTODP - PDR Todo;23;4800;110400;38,17;68264,46;42135,54
RS1345-06;"KIT BREAK CPL TODO 3""";0;PEROLOTODP - PDR Todo;23;4800;110400;37,91;68549,3;41850,7
RSK4B0204506;KIT COUPLEUR NEW VERSION 2'';0;PEROLOBRAP - PDR Bras de chargement;12;1760;21120;35,26;13672,58;7447,42
RSK4B0204537;KIT GOUJON DE RUPTURE 2'';0;PEROLOBRAP - PDR Bras de chargement;1;2200;2200;8,88;2004,64;195,36
RSK4B0304506;KIT COUPLEUR BREAK AWAY 3'' TODO NEW VERSION;0;PEROLOBRAP - PDR Bras de chargement;22;1945,82;42808;32,75;28790,33;14017,67
RSK4B0304537;KIT GOUJON DE RUPTURE 3'';0;PEROLOBRAP - PDR Bras de chargement;1;2800;2800;28,4;2004,7;795,3
RSM5/FLEXASP/REF/C;POMPE MARINE  AVEC FLEXIBLE ASPIRATION ET REFOULEMENT MONTEE SUR CHAR;2;POMPE - POMPE LOCAL;1;7100;7100;49,28;3601,28;3498,72
RW303ML;"RACCORD MALES WECO 3"" AV OREIL RACCORD TOURNANT A SOUDER";0;RACCORD - RACCORD LOCAL;5;6750;33750;21,09;26632,5;7117,5
S-0336-1;ENROULEUR OUV.TUY GONF 20M;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;2;6000;12000;40,18;7177,9;4822,1
S10314;MANOMETRE DE PRESSION 300 BARS 1/8M CADRAN 40MM;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;1;302;302;70,38;89,44;212,56
S104;VACOMETRE VIDANGE CARTER;0;RAASMSERVE - Equipement;3;250;750;45,57;408,24;341,76
S-28219X-K4;KIT DE 4 JOINTS;0;ITWPISTOLP - PDR Pistolet ITW;4;96;384;32,2;260,35;123,65
S-28220-K5;KIT DE 5 JOINTS;0;ITWPISTOLP - PDR Pistolet ITW;6;227;1362;-71,08;2330,17;-968,17
S-28225X-K2;KIT DE 2 JOINT;0;ITWPISTOLP - PDR Pistolet ITW;3;227;681;32,4;460,34;220,66
S-4000-3;BOUCHON POLYTHYL A LEVRE (boite de 100);0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;20;175;3500;37,33;2193,33;1306,67
S-4000-5;BOUCHON POLYTHYL A LEVRE;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;300;2;600;193,37;-560,23;1160,23
S-4037-1;VALVE TUB GC TRJ 652 SC;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;40;95;3800;20,93;3004,66;795,34
S-4040-2;VALVE TUBLESS ;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;15;17,33;260;90,33;25,13;234,87
S-4145-V5;PS15 TRUCK STAR PLUS;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;1;12000;12000;62,86;4456,66;7543,34
S-4259-1;OUTIL DE VISSAGE ET REPARATION;0;SCHRADGONF - GONFLAGE SCHRADER;14;38,57;540;80,68;104,35;435,65
S-4305-J;BOITE 12 CRAIES JAUNES;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;5;115;575;33,55;382,08;192,92
S-4319-1;MEULE CONIQUE D=20 E65 T6;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;6;120;720;47,34;379,15;340,85
S-4587-2;MECANISME VALVE;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;68;39,19;2665;39,28;1618,3;1046,7
S-4703-1;BOITE 20 LAMES 9-16MM/PR4;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;5;135;675;46,23;362,96;312,04
S-4707-1;BOITES 20 LAMES 8-12MM/PC3;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;10;135;1350;46,35;724,26;625,74
S-4708-1;BOITE 20 LAMES 10-14MM/PC4;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;10;135;1350;46,35;724,26;625,74
S-4798-1;LEVIER PLAT ;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;15;850;12750;61,61;4894,55;7855,45
S-4958-8;KIT DE REPARATION ;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;8;2112,5;16900;32,49;11409,32;5490,68
S516B1101B;COUPLEUR MANNTEK AVEC RACCORDEMENT BSP FEMELLE;0;MANNTEKEQT - EQUIPEMENT MANNTEK;13;12160;158080;27,99;113837,63;44242,37
SBM150CF;"COMPTEUR VOLUMETRIQUE 3"" ISOIL AVEC FILTRE DEGAZEUR";0;ISOILCOMPE - ISOIL COMPTEUR;2;55250;110500;32,57;74511,76;35988,24
SBM150CF/BRID;"COMPTEUR VOLUMETRIQUE 3"" ISOIL AVEC FILTRE DEGAZEUR/BRIDES ET TUBE";2;ISOILCOMPE - ISOIL COMPTEUR;2;56000;112000;31,3;76948,19;35051,81
SBM150CFKPVPK;3'' Positive displacement meter with presert and ;0;ISOILCOMPE - ISOIL COMPTEUR;1;85000;85000;31,13;58536,99;26463,01
SBM75A3A1;2'' Positive displacement meter - version CF REF. SBM75A3A1A0A12A0A;0;ISOILCOMPE - ISOIL COMPTEUR;2;96200;192400;39,19;117006,24;75393,76
SBM75/ACC;"COMPTEUR VOLUMETRIQUE 2""ISOIL AVEC ACCESSOIRES";2;ISOILCOMPE - ISOIL COMPTEUR;1;42700;42700;20,75;33838,16;8861,84
SBM75CF;COMPTEUR VOLUMETRIQUE 2'';0;ISOILCOMPE - ISOIL COMPTEUR;4;38750;155000;26,02;114665,74;40334,26
SBM75CFK;COMPTEUR 2'' AVEC FILTRE DEGAZEUR ET VANNE AIR CHECK;0;ISOILCOMPE - ISOIL COMPTEUR;2;35500;71000;27,37;51566,12;19433,88
SCW0BG2-5;FLUIDE FORCE SCREW (5L);0;GDSECHR - PDR Secheur Gardner Denver;12;1155;13860;29,94;9709,87;4150,13
SEA.ALU.TRE;SEAU Aluminium 12l;0;AFAJAUGE - Matériel de jaugeage AFA;2;2595;5190;35,83;3330,27;1859,73
SELECTVIT;SELECTEUR DE VITESSE;0;ACCESSOIR - DIVERS ACCESSOIRES ;1;1820;1820;23,08;1400;420
SFDA400A2B0A;COMPACT STRAINER/AIR SEPARATOR - DIESEL OIL;0;ISOILEQ - ISOIL EQUIPEMENT;1;34900;34900;36,96;22000,02;12899,98
SGK-0014-18;BUSE FLG 1.8;0;ITWPISTOLE - Pistolet ITW;1;200;200;30,83;138,34;61,66
SGK-12-14;BUSE FLG 1.4;0;ITWPISTOLP - PDR Pistolet ITW;2;315;630;29,93;441,42;188,58
SGK-414;AIGUILLE FLG 1.4;0;ITWPISTOLP - PDR Pistolet ITW;2;175;350;31,35;240,28;109,72
SGK-418;AIGUILLE 1.8 FLG GRAVITE;0;ITWPISTOLP - PDR Pistolet ITW;1;90;90;29,8;63,18;26,82
SL0000A;TETE COMPRESSEUR K30 VG400 CIL F/E;0;SHAMCOMPPR - PDR compresseur;96;5651,69;542562,5;29,53;382342,54;160219,96
SL0M801SHA;COMPRESSEUR SILENCIEUX K30;0;SHAMCOMPEQ - Equipement;2;24850;49700;26,95;36307,39;13392,61
SL0M801SHACPL;COMPRESSEUR SILENCIEUX K30 AV CUVE VERTICALE CAP 500L;2;SHAMCOMPEQ - Equipement;88;28813,75;2535610;17,02;2104064,45;431545,55
SL_25LT/BRIDE;"FLEXIBLE DE 25MT SLIMLINE SL 25 LT AVEC BRIDES DIAM.1""";2;ELAFFLEXEQ - Flexible Elaflex;1;12150;12150;14,05;10442,79;1707,21
SLTN801S1A001/REGL;COMPRESSEUR 500L K30 7.5CV AV REGULATEUR;2;SHAMCOMPEQ - Equipement;32;14193,75;454200;15,06;385789,49;68410,51
SLTN801SIA001;COMPRESSEUR SHAMAL 500L 7.5CV;0;SHAMCOMPEQ - Equipement;126;14465,03;1822593,46;19,52;1466738,32;355855,14
SN1212;FILTRE GASOIL;0;FILTRE - FILTRE LOCAL;4;360;1440;43,75;810;630
SN-18-1-K2;KIT DE 2 JOINTS DEFLECTRICE;0;ITWPISTOLP - PDR Pistolet ITW;5;62;310;41,14;182,46;127,54
S-N2D-44-13.0;BOLT KIT 2'' - 13KN WITH 3 BLOTS INDUST;0;MANNTEKPDR - PDR MANNTEK;6;1600;9600;57,79;4052,26;5547,74
SN-402-K;VALVE;0;ITWPISTOLP - PDR Pistolet ITW;2;760;1520;37,92;943,65;576,35
SN-404-K; PRESSE ETOUPE;0;ITWPISTOLP - PDR Pistolet ITW;82;132,68;10880;34,12;7167,92;3712,08
SN-40-K;RACCORD D'ENTREE AIR;0;ITWPISTOLP - PDR Pistolet ITW;1;125;125;45,78;67,77;57,23
S-N4D-44-33.0;BOLT KIT 3'' - 33 KN WITH 3 BOLTS INDUS;0;MANNTEKPDR - PDR MANNTEK;6;2500;15000;72,99;4051,76;10948,24
SN-63;GACHETTE + VIS + GOUJON;0;ITWPISTOLP - PDR Pistolet ITW;1;170;170;100;0;170
SN-69-K;TETE DE PULVERISATION;0;ITWPISTOLP - PDR Pistolet ITW;21;421,24;8846;25,45;6594,52;2251,48
SN-6-K;BAGUE DE CORPS ET JOINT;0;ITWPISTOLP - PDR Pistolet ITW;2;350;700;53,4;326,22;373,78
SN70241;SEPARATEUR GASOIL BF9891D;0;FILTRE - FILTRE LOCAL;1;400;400;18,54;325,83;74,17
SN-9-K;RACCORD D'AIR MALE;0;ITWPISTOLP - PDR Pistolet ITW;8;162,5;1300;43,67;732,32;567,68
SO10038;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;2;195;390;35,9;250;140
SO670;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;7;658,57;4610;33,7;3056,24;1553,76
SOCLE;SOCLE PR POMPE A MEMBRANE;0;CHASSIS - Chassis;1;0;0;#DIV/0;103;-103
SOUFLETTE;SOUFLETTE;0;MANOMETRE - MANOMETRE LOCAL;2;180;360;34,44;236;124
SP-100-430-K;CHAPEAU;0;ITWPISTOLP - PDR Pistolet ITW;4;638;2552;56,97;1098,16;1453,84
SP-100-513-K;CHAPEAU D'AIR;0;ITWPISTOLP - PDR Pistolet ITW;1;1100;1100;42,92;627,92;472,08
SP-200S-10K;BUSE 1MM;0;ITWPISTOLP - PDR Pistolet ITW;20;847,5;16950;29,18;12004,13;4945,87
SP-200S-12K;BUSE 1.2;0;ITWPISTOLP - PDR Pistolet ITW;9;937,22;8435;42,6;4841,77;3593,23
SP-200S-14;BUSE 1.4;0;ITWPISTOLP - PDR Pistolet ITW;20;905,6;18112;33,37;12067,76;6044,24
SP-247N-28;BUSE NITRURE 2.8;0;ITWPISTOLP - PDR Pistolet ITW;2;1335;2670;75,47;654,92;2015,08
SP-626-K5;KIT DE 5 SEPARATEURS;0;ITWPISTOLP - PDR Pistolet ITW;13;194,54;2529;44,97;1391,81;1137,19
SP990;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;1;260;260;38,3;160,42;99,58
SPA-100-E70;CHAPEAU D'AIR;0;ITWPISTOLP - PDR Pistolet ITW;2;1350;2700;45,88;1461,17;1238,83
SPA-159-K;GARNITURE AIGUILLE;0;ITWPISTOLP - PDR Pistolet ITW;6;117,6;705,6;12,09;620,28;85,32
SPA-165-K2;COLLIERS;0;ITWPISTOLP - PDR Pistolet ITW;2;250;500;50,24;248,81;251,19
SPA-254-28-K;BUSE CARBURE 2.8;0;ITWPISTOLP - PDR Pistolet ITW;5;2793;13965;42,01;8097,95;5867,05
SPA-29X-K4;KIT DE JOINT;0;ITWPISTOLP - PDR Pistolet ITW;31;141,13;4375;25,17;3273,66;1101,34
SPA-352-K;AIGUILLES CARBURE;0;ITWPISTOLP - PDR Pistolet ITW;5;1594;7970;47,28;4201,93;3768,07
SPA-361-12-14-K;AIGUILLE 1.2/1.4 POUR AG361;0;ITWPISTOLP - PDR Pistolet ITW;7;260,86;1826;36,1;1166,77;659,23
SPA-362-12-14-K;AIGUILLE 1.2/1.4 POUR AG362;0;ITWPISTOLP - PDR Pistolet ITW;10;260;2600;38,85;1589,94;1010,06
SPA-362-16-18-K;AIGUILLE 1.6/1.8 POUR AG362;0;ITWPISTOLP - PDR Pistolet ITW;6;370;2220;33,01;1487,16;732,84
SPA-414-K;VALVE DE CONTROLE ;0;ITWPISTOLP - PDR Pistolet ITW;10;805;8050;25,85;5968,96;2081,04
SPA-421-K;KIT RESSORT D'AIGUILLE;0;ITWPISTOLP - PDR Pistolet ITW;10;260;2600;28,27;1864,9;735,1
SPA-422-K2;BOUTON;0;ITWPISTOLP - PDR Pistolet ITW;2;250;500;50,34;248,31;251,69
SPA-53-K10;KIT DE 10 JOINTS;0;ITWPISTOLP - PDR Pistolet ITW;5;125;625;55,91;275,58;349,42
SPA-60X-K;PISTON;0;ITWPISTOLP - PDR Pistolet ITW;10;1250;12500;27,8;9025,57;3474,43
SPA-6X-K;PISTON AVEC JOINT;0;ITWPISTOLP - PDR Pistolet ITW;3;580;1740;34,69;1136,46;603,54
SPHP13170UN/FLECHE;POMPE HP PRESSION 170 BARS 13L/M AVEC FLECHE INOX LG2M PISTOLET FLEXI;2;SERVNETHP - Nettoyeur haute pression local;1;12500;12500;20;10000;2500
SPHP1317UN;POMPE HP 170 BARS 13L/MIN AVEC MOTEUR 4CV FLEXIBE 10M ET PISTOLET;0;POMPE - POMPE LOCAL;1;8400;8400;22,62;6500;1900
SPHP18200UN;POMPE HAUTE PRESSION 200BARS 18L/MN 7.5CV 1450TR/MN AV BYPASS;0;POMPE - POMPE LOCAL;2;9500;19000;31,58;13000;6000
SPHP18200UN/CHASSI;POMPE HAUTE PRESSION 200BARS 18L/MN 7.5CV 1450TR/MN AV BYPASS;2;SERVNETHP - Nettoyeur haute pression local;5;14136;70680;51,28;34438,7;36241,3
SPHP9200UM;POMPE MOBILE SUR CHARIOT 200BAR 9L/MN COMPLETE AV 10M DE CABLE;0;POMPE - POMPE LOCAL;1;11000;11000;27,27;8000;3000
SPHPKV693IM;ASPIRATEUR EAU ET POUSSIERE 75L 3M;0;ACCESSOIR - DIVERS ACCESSOIRES ;12;3840;46080;16,67;38400;7680
SRI478K12;GODET+COUVERCLE KIT DE 12;0;ITWPISTOLP - PDR Pistolet ITW;1;390;390;23,05;300,09;89,91
SRIHD-TS1-10;PISTOLET SRI PRO;0;ITWPISTOLE - Pistolet ITW;1;0;0;#DIV/0;1857,27;-1857,27
SRIPRO100HS1;CHAPEAUX;0;ITWPISTOLP - PDR Pistolet ITW;2;800;1600;52,67;757,3;842,7
SRIPRO200-10;BUSES;0;ITWPISTOLP - PDR Pistolet ITW;2;585;1170;24,74;880,58;289,42
SRIPRO300-08;AIGUILLES;0;ITWPISTOLP - PDR Pistolet ITW;2;270;540;49,99;270,04;269,96
SS-2393-1-K;JOINT TORIQUE;0;ITWPISTOLP - PDR Pistolet ITW;32;43,2;1382,4;51,54;669,92;712,48
SS630FD-5;ELEMENT SEPARATRICE;0;FACETFIL - FACET ELEMNT FILTRANT;2;2821;5642;15;4795,7;846,3
STASTOKAGEJESA;STATION DE STOKAGE ET FILTRATION D'HUILE AVEC 4 RESERVOIRES ET;2;POMPE - POMPE LOCAL;1;514900;514900;62,6;192577,81;322322,19
STASTOKAGEJFC;STATION DE STOKAGE ET FILTRATION D'HUILE AV 2 RESERV 454 ET 4 RESERV6;2;POMPE - POMPE LOCAL;3;465000;1395000;60,35;553150,67;841849,33
STATSTOKAGE;STATION DE STOKAGE ET FILTARTION D'HUILE AV 4 RESERVOIR  246L ;2;POMPE - POMPE LOCAL;1;505439;505439;71,65;143292,31;362146,69
SUPP-9533;SUPPORT POUR CARTE 9533;0;LARCOINSTR - LARCO INSTRUMENTATION;6;3266,67;19600;35,71;12600,17;6999,83
SUPPOMP;SUPPORT POMPE FIXATION MURAL;2;TOLEFER - TOLE EN FER;9;200;1800;98,8;21,57;1778,43
SUPPORTDEMLUN;SUPPORT EN DEMI LUNE;0;ACCESSOIR - DIVERS ACCESSOIRES ;3;600;1800;90,91;163,56;1636,44
SYSTEMEGESTION;SYSTEME DE GESTION SUR ORDINATEUR PR SUIVRE  CONSOMATION  VOLUCOMPTEU;2;PIUSICOMPT - EQUIPEMENT;1;11000;11000;28,21;7897,35;3102,65
SZ81000;FILTRE D'AIR COMPLET;0;SHAMCOMPPR - PDR compresseur;5;336;1680;67,44;546,97;1133,03
T31.002N.B03;COMMUTATEUR DE NIVEAU LATÉRAL;0;RACCORD - RACCORD LOCAL;1;20280;20280;23,08;15600;4680
T414A1101B;TANK UNIT 3'';0;MANNTEKEQT - EQUIPEMENT MANNTEK;4;2300;9200;32,29;6229,16;2970,84
T563D1101;ADAPTEUR 4'' AVEC BRIDE DN100 ASA 150;0;MANNTEKEQT - EQUIPEMENT MANNTEK;6;4465;26790;27,63;19388,77;7401,23
TA3000;CARTOUCHE FILTRANTE;0;ALMACOMPPR - PDR Compteur ALMA;12;9500;114000;36,17;72763,32;41236,68
TAMP103X6;TAMPONS  103X6;0;ACCOUPL - ACCOUPLEMENT;12;197;2364;59,39;960;1404
TAMP-172X8;TAMPON 172X8;0;ACCOUPL - ACCOUPLEMENT;18;126;2268;0,79;2250;18
TBA30A-AGAGX-4407;BREAK-AWAY TODO 3'';0;PEROLOBRAP - PDR Bras de chargement;6;23791;142746;18,51;116329,39;26416,61
TBA40-HHHHW-1107;BREAK AWAY 4'' AI TTMA;0;PEROLOBRAP - PDR Bras de chargement;5;19200;96000;40,7;56931,74;39068,26
TDJVP-4;TAMPON DE JAUGE DN 100 PN20;0;LARCOJAUGE - Matériel de Jaugeage LARCO;39;3285,9;128150;32,79;86129,47;42020,53
TDJVP-6;"TAMPON DE JAUGE DN150 (6"") ";0;LARCOJAUGE - Matériel de Jaugeage LARCO;36;4022,22;144800;34,19;95297,38;49502,62
TE08FG;TE FEM INOX 316 DN08   TE08 FG;0;RACCORD - RACCORD LOCAL;3;0;0;#DIV/0;69;-69
TED1;"TE D1""GLV";0;RACCORD - RACCORD LOCAL;10;29,5;295;21,82;230,62;64,38
TEND_MANCH;TENDEUR AVEC MANCHON ;0;LARCOECRAN - LARCO ECRAN FOLTTANT;1;1800;1800;43,14;1023,47;776,53
TKN_K25;BUSE A JET PLAT INOX 316L;0;ISINCINDEQ - Equipement incendie;321;477,46;153266;34,34;100635,52;52630,48
TKN_K25/ADAPINOX;PULVERISATEUR MIXTE A JET PLAT POUR COURONNE TKNK25 INOX 316L;2;ISINCINDEQ - Equipement incendie;220;468,18;103000;16,73;85764,77;17235,23
TML1720;GROUPE ELECROPOMPE 7.5HP 200BAR MARQUE BERTOLINI;0;POMPE - POMPE LOCAL;1;9500;9500;34,21;6250;3250
TML1720/CHASSIS;GROUPE ELECTROPOMPE 7.5HP 200BARS BERTOLINI/CHASSIS ET BOITIER M/A;0;POMPE - POMPE LOCAL;22;10090,91;222000;26,7;162716,69;59283,31
TOPMASTER4;JOINT PRIMAIRE A MOUSSE 4'' POUR COVERFLOTE;0;LARCOECRAN - LARCO ECRAN FOLTTANT;2;130000;260000;25,53;193622,04;66377,96
TOPMASTER5;"JOINT PRIMAIRE MOUSSE TOPMASTER 5""";0;LARCOECRAN - LARCO ECRAN FOLTTANT;1;147000;147000;39,38;89109,9;57890,1
TOPMASTER6;JOINT PRIMAIRE MOUSSE TOPMASTER 6'';0;LARCOECRAN - LARCO ECRAN FOLTTANT;1;343400;343400;45,92;185722,26;157677,74
TOPMASTER8;JOINT PRIMAIRE MOUSSE TREMPANT TOPMASTER 8'';0;LARCOECRAN - LARCO ECRAN FOLTTANT;1;156000;156000;45,63;84820,92;71179,08
TOPPIL20MDSP40;TUYAU TOPPIL 20M DN45 DSP40 IDENTIQUE ISIFLEX;0;ISINCINDEQ - Equipement incendie;24;1750;42000;28,53;30019,26;11980,74
TOPPIL20MDSP65;TUYAU TOPPIL 20M DN70 DSP65 IDENTIQUE ISIFLEX;0;ISINCINDEQ - Equipement incendie;12;2500;30000;28,23;21529,58;8470,42
TP1100R;RACCORD TOURNANT TP1100R DIAM 4''AR22170;0;SOFLUJOINM - JOINT MODULAIRE SOFLUTECH;4;17500;70000;30,73;48485,98;21514,02
TP2.5;POMPE POLLARD SERIE TP MODELE TP2.5;0;POLLPOMPEQ - POMPE POLLARD;7;10885,71;76200;16,57;63573,66;12626,34
